,vin,triggerType_triggerType,triggerType_context,createdDateTime,receivedDateTime,hrTotalVehicleDistance,totalEngineHours,grossCombinationVehicleWeight,snapshotData_gnssPosition_latitude,snapshotData_gnssPosition_longitude,snapshotData_gnssPosition_heading,snapshotData_gnssPosition_speed,snapshotData_gnssPosition_positionDateTime,snapshotData_wheelBasedSpeed,snapshotData_fuelType,snapshotData_fuelLevel1,snapshotData_catalystFuelLevel,snapshotData_driver1WorkingState,snapshotData_driver2WorkingState,snapshotData_ambientAirTemperature,uptimeData_engineCoolantTemperature,uptimeData_serviceBrakeAirPressureCircuit1,uptimeData_serviceBrakeAirPressureCircuit2
2789,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-21T01:37:49.159Z,2024-05-21T04:14:09.524Z,104950040,0,38000,45.838679,4.916803,168,22.58,2024-05-21T01:37:42.000Z,84.0,Diesel,90.0,99,DRIVE,,12,87,1160,1160
2790,XLRTEF5300G450805,TIMER,RFMS,2024-05-21T01:35:34.060Z,2024-05-21T04:14:13.040Z,104947015,2058,38000,45.869726,4.904631,173,24.15,2024-05-21T01:35:04.000Z,89.0,Diesel,90.0,99,DRIVE,DRIVER_AVAILABLE,11,82,1176,1184
2791,XLRTEF5300G450805,TIMER,RFMS,2024-05-21T01:30:34.015Z,2024-05-21T04:14:20.652Z,104940145,2058,38400,45.909933,4.852074,98,16.84,2024-05-21T01:30:04.000Z,63.0,Diesel,91.2,99,DRIVE,DRIVER_AVAILABLE,12,94,1088,1088
2792,XLRTEF5300G450805,TIMER,RFMS,2024-05-21T01:25:34.015Z,2024-05-21T04:14:25.586Z,104933615,2057,38400,45.917889,4.780736,97,22.81,2024-05-21T01:25:03.000Z,84.0,Diesel,90.4,99,DRIVE,DRIVER_AVAILABLE,12,86,1120,1120
2793,XLRTEF5300G450805,TIMER,RFMS,2024-05-21T01:20:34.030Z,2024-05-21T04:14:32.648Z,104926600,2057,38400,45.952456,4.716037,186,22.84,2024-05-21T01:20:02.000Z,85.0,Diesel,90.4,99,DRIVE,DRIVER_AVAILABLE,13,85,1064,1072
2794,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-21T01:19:26.385Z,2024-05-21T04:14:33.608Z,104925000,0,38400,45.959323,4.719634,211,22.82,2024-05-21T01:19:26.000Z,84.0,Diesel,90.8,99,DRIVE,,13,87,1072,1072
2795,XLRTEF5300G450805,TIMER,RFMS,2024-05-21T01:15:34.015Z,2024-05-21T04:14:38.417Z,104920705,2057,38000,45.9998,4.735042,164,22.86,2024-05-21T01:15:02.000Z,84.0,Diesel,91.2,99,DRIVE,DRIVER_AVAILABLE,13,86,1112,1112
2796,XLRTEF5300G450805,TIMER,RFMS,2024-05-21T01:10:34.012Z,2024-05-21T04:14:43.522Z,104913645,2057,38000,46.058869,4.736015,199,22.77,2024-05-21T01:10:02.000Z,84.0,Diesel,91.6,99,DRIVE,DRIVER_AVAILABLE,13,85,1128,1128
2797,XLRTEF5300G450805,TIMER,RFMS,2024-05-21T01:05:34.009Z,2024-05-21T04:14:49.659Z,104906565,2057,38000,46.116443,4.762755,190,22.77,2024-05-21T01:05:02.000Z,84.0,Diesel,92.4,99,DRIVE,DRIVER_AVAILABLE,13,86,1136,1136
2798,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-21T01:01:03.608Z,2024-05-21T04:14:55.502Z,104900030,0,38000,46.166418,4.770403,177,22.8,2024-05-21T01:00:56.000Z,84.0,Diesel,92.0,99,DRIVE,,13,85,1136,1136
2799,XLRTEF5300G450805,TIMER,RFMS,2024-05-21T01:00:34.015Z,2024-05-21T04:14:56.702Z,104899485,2057,38000,46.177472,4.769857,182,22.77,2024-05-21T01:00:02.000Z,84.0,Diesel,92.0,99,DRIVE,DRIVER_AVAILABLE,13,85,1136,1136
2800,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-05-22T05:03:02.185Z,2024-05-22T05:08:28.468Z,105297275,0,655350,43.3549,5.31521,0,0.0,,0.0,Diesel,71.6,96,REST,REST,15,17,552,552
2801,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-05-22T05:03:02.185Z,2024-05-22T05:08:30.878Z,105297275,0,0,43.3549,5.31521,0,0.0,,0.0,Diesel,0.0,96,REST,REST,20,17,2040,2040
2802,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T05:08:01.814Z,2024-05-22T05:12:49.819Z,105297275,2064,655350,43.354947,5.315263,62,0.0,2024-05-22T05:07:27.000Z,0.0,Diesel,71.6,93,REST,REST,15,28,1064,1064
2803,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T05:13:01.818Z,2024-05-22T05:17:50.396Z,105297275,2064,655350,43.354952,5.31526,62,0.0,2024-05-22T05:12:27.000Z,0.0,Diesel,71.6,92,REST,REST,15,37,1040,1040
2804,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T05:18:02.133Z,2024-05-22T05:22:50.040Z,105297275,2064,655350,43.354976,5.315249,62,0.0,2024-05-22T05:17:28.000Z,0.0,Diesel,71.6,91,REST,REST,16,43,1032,1032
2805,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T05:23:01.817Z,2024-05-22T05:27:50.431Z,105297275,2064,655350,43.354971,5.31524,62,0.0,2024-05-22T05:22:28.000Z,0.0,Diesel,71.6,90,REST,REST,18,48,1032,1032
2806,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T05:25:20.873Z,2024-05-22T05:30:07.946Z,105297275,0,0,43.354972,5.315245,62,0.0,2024-05-22T05:25:21.000Z,0.0,Diesel,71.6,0,DRIVER_AVAILABLE,REST,0,0,0,0
2807,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T05:28:01.826Z,2024-05-22T05:32:50.190Z,105297275,2064,655350,43.354967,5.315265,62,0.0,2024-05-22T05:27:28.000Z,0.0,Diesel,71.6,90,WORK,REST,18,53,1016,1016
2808,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T05:30:25.637Z,2024-05-22T05:35:13.372Z,105297280,0,0,43.354969,5.315302,103,1.36,2024-05-22T05:30:25.000Z,4.0,Diesel,71.6,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2809,XLRTEF5300G450805,DRIVER_2_WORKING_STATE_CHANGED,RFMS,2024-05-22T05:30:25.637Z,2024-05-22T05:35:13.472Z,105297280,0,0,43.354969,5.315302,103,1.36,2024-05-22T05:30:25.000Z,4.0,Diesel,71.6,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2810,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T05:30:30.638Z,2024-05-22T05:35:17.912Z,105297285,0,0,43.354956,5.315363,103,0.03,2024-05-22T05:30:30.000Z,0.0,Diesel,71.6,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2811,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T05:30:40.639Z,2024-05-22T05:35:28.039Z,105297290,0,0,43.354963,5.315417,75,1.68,2024-05-22T05:30:40.000Z,6.0,Diesel,71.6,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2812,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T05:33:02.302Z,2024-05-22T05:37:50.814Z,105297775,2064,17600,43.355093,5.319955,120,5.87,2024-05-22T05:32:28.000Z,22.0,Diesel,71.2,92,DRIVE,DRIVER_AVAILABLE,16,60,992,1000
2813,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T05:34:03.653Z,2024-05-22T05:38:51.170Z,105298515,0,0,43.353681,5.327821,121,0.06,2024-05-22T05:34:03.000Z,0.0,Diesel,70.8,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2814,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T05:34:10.653Z,2024-05-22T05:38:58.969Z,105298520,0,0,43.353665,5.327854,117,1.3,2024-05-22T05:34:10.000Z,5.0,Diesel,70.8,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2815,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T05:36:02.664Z,2024-05-22T05:40:49.965Z,105299315,0,0,43.355299,5.319656,300,0.06,2024-05-22T05:36:02.000Z,0.0,Diesel,70.4,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2816,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T05:36:06.549Z,2024-05-22T05:40:54.772Z,105299110,2064,20000,43.354378,5.321762,300,9.58,2024-05-22T05:35:28.000Z,35.0,Diesel,70.8,93,DRIVE,DRIVER_AVAILABLE,16,68,984,984
2817,XLRTEF5300G450805,IGNITION_OFF,RFMS,2024-05-22T05:36:07.370Z,2024-05-22T05:40:56.276Z,0,0,0,43.3552,5.31989,0,0.0,,0.0,Diesel,70.4,102,,,16,69,0,0
2818,XLRTEF5300G450805,ENGINE_OFF,RFMS,2024-05-22T05:36:10.279Z,2024-05-22T05:40:57.475Z,0,0,0,43.35529,5.319655,300,0.0,2024-05-22T05:36:10.000Z,0.0,Diesel,70.4,102,,,16,69,0,0
2819,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T05:38:01.133Z,2024-05-22T05:42:49.687Z,0,0,0,43.355298,5.319628,300,0.04,2024-05-22T05:37:35.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
2820,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T05:39:28.647Z,2024-05-22T05:47:14.764Z,0,0,0,43.355289,5.319641,300,0.02,2024-05-22T05:38:35.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
2821,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:07:00.448Z,2024-05-22T06:11:55.602Z,105299435,0,0,43.355817,5.318398,302,0.14,2024-05-22T06:07:00.000Z,0.0,Diesel,70.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2822,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:06:39.450Z,2024-05-22T06:11:55.702Z,105299430,0,0,43.355801,5.318429,301,0.01,2024-05-22T06:06:39.000Z,0.0,Diesel,70.4,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2823,XLRTEF5300G450805,DRIVER_2_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:06:27.698Z,2024-05-22T06:11:56.052Z,105299315,0,0,43.355694,5.318691,297,4.34,2024-05-22T06:06:28.000Z,0.0,Diesel,70.8,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2824,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:06:27.698Z,2024-05-22T06:11:56.405Z,105299315,0,0,43.355694,5.318691,297,4.34,2024-05-22T06:06:28.000Z,0.0,Diesel,70.8,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2825,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-05-22T06:06:27.698Z,2024-05-22T06:11:57.497Z,105299315,0,655350,43.355694,5.318691,297,4.34,2024-05-22T06:06:28.000Z,0.0,Diesel,70.8,93,REST,REST,16,62,920,920
2826,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-05-22T06:06:27.698Z,2024-05-22T06:11:57.508Z,105299315,0,655350,43.355694,5.318691,297,4.34,2024-05-22T06:06:28.000Z,0.0,Diesel,0.0,93,REST,REST,20,62,2040,2040
2827,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:07:14.451Z,2024-05-22T06:12:01.715Z,105299445,0,0,43.355848,5.318331,301,2.19,2024-05-22T06:07:14.000Z,8.0,Diesel,70.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2828,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:07:39.454Z,2024-05-22T06:12:27.603Z,105299495,0,0,43.35572,5.317851,220,0.02,2024-05-22T06:07:39.000Z,0.0,Diesel,70.8,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2829,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:08:26.454Z,2024-05-22T06:13:13.514Z,105299500,0,0,43.355689,5.317824,220,1.74,2024-05-22T06:08:26.000Z,7.0,Diesel,70.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2830,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:08:40.457Z,2024-05-22T06:13:27.966Z,105299520,0,0,43.355545,5.317638,223,0.01,2024-05-22T06:08:40.000Z,0.0,Diesel,70.4,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2831,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T06:11:27.865Z,2024-05-22T06:16:16.664Z,105299520,2064,655350,43.355545,5.317638,223,0.0,2024-05-22T06:10:54.000Z,0.0,Diesel,70.0,93,WORK,DRIVER_AVAILABLE,17,65,1080,1080
2832,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:11:43.472Z,2024-05-22T06:16:30.902Z,105299525,0,0,43.355555,5.317676,44,0.45,2024-05-22T06:11:43.000Z,1.0,Diesel,70.0,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2833,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:12:14.473Z,2024-05-22T06:17:02.032Z,105299540,0,0,43.355669,5.317803,2,0.03,2024-05-22T06:12:14.000Z,0.0,Diesel,70.0,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2834,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:12:19.474Z,2024-05-22T06:17:06.679Z,105299540,0,0,43.355679,5.317811,22,0.23,2024-05-22T06:12:19.000Z,0.0,Diesel,70.0,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2835,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:12:29.472Z,2024-05-22T06:17:16.662Z,105299545,0,0,43.355691,5.317825,36,0.15,2024-05-22T06:12:29.000Z,0.0,Diesel,70.0,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2836,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T06:13:46.442Z,2024-05-22T06:18:34.250Z,105299545,2064,655350,43.355701,5.317822,17,0.0,2024-05-22T06:12:54.000Z,0.0,Diesel,70.0,93,WORK,DRIVER_AVAILABLE,17,67,1104,1104
2837,XLRTEF5300G450805,IGNITION_OFF,RFMS,2024-05-22T06:13:47.204Z,2024-05-22T06:18:35.811Z,0,0,0,43.355701,5.317821,17,0.0,2024-05-22T06:13:47.000Z,0.0,Diesel,69.6,102,,,17,67,0,0
2838,XLRTEF5300G450805,ENGINE_OFF,RFMS,2024-05-22T06:13:50.378Z,2024-05-22T06:18:37.413Z,0,0,0,43.355701,5.317821,17,0.0,2024-05-22T06:13:50.000Z,0.0,Diesel,69.6,102,,,17,67,0,0
2839,XLRTEF5300G450805,TIMER,RFMS,2024-05-22T06:16:27.178Z,2024-05-22T06:21:15.894Z,0,0,0,43.355698,5.317818,17,0.0,2024-05-22T06:16:15.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
2840,XLRTEF5300G450805,DRIVER_2_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:52:25.623Z,2024-05-22T06:57:54.113Z,105299550,0,0,43.355384,5.317462,225,1.87,2024-05-22T06:52:25.000Z,6.0,Diesel,68.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2841,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:52:25.623Z,2024-05-22T06:57:55.083Z,105299550,0,0,43.355384,5.317462,225,1.87,2024-05-22T06:52:25.000Z,6.0,Diesel,68.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2842,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-05-22T06:52:25.623Z,2024-05-22T06:57:55.087Z,105299545,0,655350,43.355384,5.317462,225,1.87,2024-05-22T06:52:25.000Z,0.0,Diesel,68.4,92,REST,REST,18,59,952,960
2843,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-05-22T06:52:25.623Z,2024-05-22T06:57:55.413Z,105299545,0,655350,43.355384,5.317462,225,1.87,2024-05-22T06:52:25.000Z,0.0,Diesel,0.0,92,REST,REST,20,59,2040,2040
2844,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:53:10.211Z,2024-05-22T06:57:56.813Z,105299670,0,0,43.355291,5.316739,213,0.01,2024-05-22T06:53:10.000Z,0.0,Diesel,68.8,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2845,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:53:26.213Z,2024-05-22T06:58:12.891Z,105299685,0,0,43.355172,5.316625,208,4.02,2024-05-22T06:53:26.000Z,14.0,Diesel,68.8,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2846,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:53:39.216Z,2024-05-22T06:58:26.019Z,105299710,0,0,43.354987,5.316469,222,0.01,2024-05-22T06:53:38.000Z,0.0,Diesel,68.8,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2847,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:53:48.213Z,2024-05-22T06:58:35.530Z,105299715,0,0,43.355006,5.316505,46,1.04,2024-05-22T06:53:47.000Z,4.0,Diesel,68.8,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2848,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:53:58.215Z,2024-05-22T06:58:44.541Z,105299725,0,0,43.355059,5.316558,33,0.03,2024-05-22T06:53:57.000Z,0.0,Diesel,68.8,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2849,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-22T06:55:09.221Z,2024-05-22T06:59:55.443Z,105299725,0,0,43.355077,5.31657,20,0.52,2024-05-22T06:55:08.000Z,2.0,Diesel,69.2,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2850,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-05-23T04:40:31.135Z,2024-05-23T04:45:21.847Z,105802900,0,0,45.923419,3.146059,0,0.0,2024-05-23T04:40:31.000Z,0.0,Diesel,0.0,80,REST,REST,20,27,2040,2040
2851,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-05-23T04:40:34.655Z,2024-05-23T04:45:25.813Z,105802900,0,0,45.923419,3.146059,0,0.0,2024-05-23T04:40:35.000Z,0.0,Diesel,96.4,80,REST,REST,11,27,624,624
2852,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-23T04:40:55.648Z,2024-05-23T04:45:46.961Z,105802900,0,0,45.923419,3.146059,0,0.0,2024-05-23T04:40:56.000Z,0.0,Diesel,96.4,0,DRIVER_AVAILABLE,REST,0,0,0,0
2853,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T04:44:18.890Z,2024-05-23T04:49:13.688Z,105802900,2072,655350,45.923419,3.146059,0,0.0,2024-05-23T04:43:59.000Z,0.0,Diesel,96.4,80,WORK,REST,11,33,1056,1056
2854,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-23T04:46:36.984Z,2024-05-23T04:51:28.445Z,105802910,0,0,45.923493,3.146029,334,2.34,2024-05-23T04:46:37.000Z,9.0,Diesel,96.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2855,XLRTEF5300G450805,DRIVER_2_WORKING_STATE_CHANGED,RFMS,2024-05-23T04:46:36.984Z,2024-05-23T04:51:28.488Z,105802910,0,0,45.923493,3.146029,334,2.34,2024-05-23T04:46:37.000Z,9.0,Diesel,96.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2856,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T04:49:18.893Z,2024-05-23T04:54:11.588Z,105805360,2072,42400,45.938765,3.126098,335,23.16,2024-05-23T04:48:59.000Z,86.0,Diesel,96.8,80,DRIVE,DRIVER_AVAILABLE,11,72,1104,1104
2857,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T04:54:18.896Z,2024-05-23T04:59:11.821Z,105812320,2072,42400,45.990838,3.109813,358,23.26,2024-05-23T04:53:59.000Z,86.0,Diesel,96.0,79,DRIVE,DRIVER_AVAILABLE,10,82,1176,1176
2858,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T04:59:18.890Z,2024-05-23T05:04:34.386Z,105818240,2072,41200,46.040226,3.11308,353,12.56,2024-05-23T04:59:00.000Z,47.0,Diesel,97.2,82,DRIVE,DRIVER_AVAILABLE,10,95,1136,1136
2859,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:04:18.893Z,2024-05-23T05:09:11.838Z,105824640,2072,40000,46.091481,3.135637,22,22.25,2024-05-23T05:04:00.000Z,83.0,Diesel,96.0,81,DRIVE,DRIVER_AVAILABLE,10,88,1136,1144
2860,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-23T05:04:24.009Z,2024-05-23T05:09:16.955Z,105825005,0,40000,46.094471,3.137226,19,22.61,2024-05-23T05:04:16.000Z,84.0,Diesel,96.0,81,DRIVE,,10,83,1160,1160
2861,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:09:18.897Z,2024-05-23T05:14:10.896Z,105831630,2072,40000,46.145471,3.114071,15,21.64,2024-05-23T05:09:00.000Z,80.0,Diesel,93.2,78,DRIVE,DRIVER_AVAILABLE,10,84,1160,1160
2862,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:14:18.903Z,2024-05-23T05:19:11.700Z,105838570,2072,40000,46.197014,3.105456,331,21.96,2024-05-23T05:14:00.000Z,81.0,Diesel,94.0,78,DRIVE,DRIVER_AVAILABLE,10,90,1152,1152
2863,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:19:18.896Z,2024-05-23T05:24:10.842Z,105844995,2072,40800,46.248843,3.08658,323,20.64,2024-05-23T05:19:00.000Z,76.0,Diesel,95.2,78,DRIVE,DRIVER_AVAILABLE,11,91,1056,1056
2864,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-23T05:22:46.790Z,2024-05-23T05:27:45.537Z,105850005,0,40800,46.282778,3.048202,330,24.21,2024-05-23T05:22:45.000Z,89.0,Diesel,95.2,78,DRIVE,,10,82,1176,1176
2865,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:24:18.903Z,2024-05-23T05:29:11.306Z,105851590,2072,40800,46.293529,3.036138,309,20.37,2024-05-23T05:24:00.000Z,75.0,Diesel,95.6,78,DRIVE,DRIVER_AVAILABLE,10,91,1176,1176
2866,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:29:18.268Z,2024-05-23T05:34:11.137Z,105857970,2072,40800,46.327967,2.974777,299,19.89,2024-05-23T05:29:00.000Z,72.0,Diesel,95.6,78,DRIVE,DRIVER_AVAILABLE,10,93,1144,1144
2867,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:34:18.902Z,2024-05-23T05:39:11.634Z,105865045,2073,40800,46.333605,2.890847,307,21.94,2024-05-23T05:34:01.000Z,81.0,Diesel,92.0,75,DRIVE,DRIVER_AVAILABLE,10,85,1176,1176
2868,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:39:18.908Z,2024-05-23T05:44:11.718Z,105872005,2073,40800,46.353521,2.811464,288,21.9,2024-05-23T05:39:01.000Z,81.0,Diesel,92.4,75,DRIVE,DRIVER_AVAILABLE,10,87,1176,1176
2869,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-23T05:41:19.568Z,2024-05-23T05:46:15.472Z,105875035,0,40800,46.355436,2.775284,257,22.38,2024-05-23T05:41:15.000Z,83.0,Diesel,93.2,76,DRIVE,,10,90,1152,1152
2870,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:44:18.879Z,2024-05-23T05:49:11.088Z,105878620,2073,40800,46.370805,2.74007,330,19.95,2024-05-23T05:44:01.000Z,74.0,Diesel,92.8,76,DRIVE,DRIVER_AVAILABLE,10,88,1176,1176
2871,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:49:18.914Z,2024-05-23T05:54:11.578Z,105885510,2073,40800,46.422707,2.701756,350,22.54,2024-05-23T05:49:01.000Z,84.0,Diesel,92.4,75,DRIVE,DRIVER_AVAILABLE,10,82,1184,1184
2872,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:54:19.219Z,2024-05-23T05:59:12.638Z,105892540,2073,40800,46.479325,2.670332,333,22.82,2024-05-23T05:54:01.000Z,84.0,Diesel,92.4,75,DRIVE,DRIVER_AVAILABLE,10,83,1136,1136
2873,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T05:59:18.911Z,2024-05-23T06:04:12.345Z,105899660,2073,40800,46.510495,2.602933,294,22.1,2024-05-23T05:59:01.000Z,84.0,Diesel,90.4,74,DRIVE,DRIVER_AVAILABLE,11,88,1144,1144
2874,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-23T05:59:22.297Z,2024-05-23T06:04:16.676Z,105900025,0,40800,46.511572,2.599192,290,19.69,2024-05-23T05:59:16.000Z,73.0,Diesel,90.4,75,DRIVE,,11,88,1136,1136
2875,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T06:04:18.269Z,2024-05-23T06:09:10.944Z,105906480,2073,40400,46.552646,2.548866,339,22.61,2024-05-23T06:04:02.000Z,84.0,Diesel,90.8,74,DRIVE,DRIVER_AVAILABLE,12,85,1160,1160
2876,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T06:09:19.234Z,2024-05-23T06:14:10.832Z,105913545,2073,40400,46.606955,2.508708,353,22.75,2024-05-23T06:09:03.000Z,84.0,Diesel,91.2,76,DRIVE,DRIVER_AVAILABLE,12,84,1152,1152
2877,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T06:14:18.910Z,2024-05-23T06:19:11.044Z,105920605,2073,40400,46.662715,2.474483,332,22.59,2024-05-23T06:14:03.000Z,83.0,Diesel,90.4,75,DRIVE,DRIVER_AVAILABLE,12,84,1160,1160
2878,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-23T06:17:15.025Z,2024-05-23T06:22:08.017Z,105925035,0,40400,46.697085,2.462653,6,22.81,2024-05-23T06:17:07.000Z,85.0,Diesel,90.0,75,DRIVE,,12,87,1144,1144
2879,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T06:19:18.910Z,2024-05-23T06:24:12.613Z,105927675,2073,40400,46.719439,2.454339,311,22.81,2024-05-23T06:19:03.000Z,85.0,Diesel,90.0,75,DRIVE,DRIVER_AVAILABLE,13,88,1136,1144
2880,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T06:24:18.914Z,2024-05-23T06:29:10.796Z,105934210,2073,40000,46.761965,2.408286,343,23.47,2024-05-23T06:24:03.000Z,87.0,Diesel,90.0,75,DRIVE,DRIVER_AVAILABLE,12,82,1152,1152
2881,XLRTEF5300G450805,TIMER,RFMS,2024-05-23T06:29:18.917Z,2024-05-23T06:34:10.760Z,105941335,2073,40000,46.822837,2.412906,357,22.75,2024-05-23T06:29:03.000Z,84.0,Diesel,90.0,75,DRIVE,DRIVER_AVAILABLE,13,88,1104,1104
